date,Punjab,Haryana,Rajasthan,Delhi,Uttar Pradesh,Uttarakhand,Himachal Pradesh,Jammu and Kashmir,Chandigarh,Chhattisgarh,Gujarat,Madhya Pradesh,Maharashtra,Goa,DD,DNH,Andhra Pradesh,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Telangana,,,,
17.06.21,255.4,189.1,239.2,108.5,374.8,42.1,27.9,45.9,5.2,79.5,352.8,196.7,430.7,10.9,6.8,18.5,182.5,153.7,64.5,330.9,0,93.9,65.6,24.4,94.7,135.2,1.4,2.1,37,2.6,5.4,1.7,2.6,4.6,161.6,,,,
18.06.21,261.8,195.3,243.3,109,353.4,40,30,49.3,5.5,79.8,326.7,191.2,425.8,11.1,7,18.1,184.9,162.1,68,336.9,0,92.1,64.3,23.9,100.9,132,1.5,2.1,34.4,2.7,5.5,1.7,2.6,4.2,170.9,,,,
19.06.21,268.6,196,237.2,102.8,328.5,36.1,30.5,48.1,5.3,77.1,299.1,186.4,415.7,10.9,6.6,18.3,186.7,161.7,64.2,327.4,0,88.4,63.9,23,100.4,135.5,1.4,2.1,34.8,2.6,6,1.7,2.5,4.1,182,,,,
20.06.21,263.3,185.5,223.9,97.3,326.5,31.7,27.4,44.2,4.9,80.3,273.6,181.1,406.1,10.1,6.3,17.8,187.7,156.5,62,318.2,0,88.5,64.6,24,106.5,128.6,1.2,2.4,32.8,2.6,5.8,1.6,2.5,4.7,187.4,,,,
21.06.21,274,206.4,221.4,110.9,378,38.7,30.9,46.4,5.9,87.8,292.9,191,443,11.1,6.6,18.3,198.3,176.4,68.8,334.9,0,99,63.9,25.5,103.2,145.3,1.2,2.4,34.1,2.7,5.6,1.7,2.5,4.6,205.9,,,,
22.06.21,289.5,221.1,238.1,117.3,419.8,42.3,32,48.3,6.2,87.4,307.3,195.8,464,12,7.3,18.7,203.4,187,69.7,332.6,0,109.7,65.8,26.4,94,153.6,1.3,2.4,37.3,2.6,5.7,1.8,2.5,5,213.1,,,,
23.06.21,285.7,232,253.8,123.7,433.3,44.1,33.1,48,6.6,80.3,320.2,189.7,467,12.4,7.4,18.4,197.3,195.5,71.2,330,0,113.5,67.6,27.9,91.8,157.6,1.4,2.4,35.8,2.6,6,1.7,2.4,5.1,222.9,,,,
24.06.21,283.1,223.8,251.7,125.6,410.4,42.4,30.9,43.4,6.1,81.4,330,180.3,452.5,12.3,7.3,18.9,189,197.4,69.6,316.2,0,119,66.2,28.5,98.1,159.8,1.3,2.1,36.5,2.5,6,1.8,2.4,5,217.2,,,,
25.06.21,302.4,224.7,244.7,117.3,402.1,44.4,31.3,46.1,6.5,82.6,338.9,181.5,444.2,11.5,7.3,18.7,192.3,195.4,72.5,328.3,0,112.9,67.8,28.1,100.7,166.5,1.2,2.3,36.5,2.5,5.7,1.8,2.5,4.9,223.9,,,,
26.06.21,275.9,217.4,244.1,112.2,411.5,43.4,28.9,43.5,5.7,82.9,346.5,192.4,447.7,11.1,7.2,18.6,195.4,196.3,66.6,329.6,0,102.8,67.2,27.9,98,164.4,1.3,2.2,36,2.7,6,1.6,2.6,4.9,228.2,,,,
27.06.21,285.7,218.9,240.6,114.3,425.8,41.4,28.4,44.8,5.6,84.8,338.3,191.7,421.7,10.4,6.6,18.3,177.2,164.9,62.1,301.2,0,109.7,67,28.3,101,157.4,1.1,2.1,33.8,2.7,5.7,1.6,2.6,5.1,197.7,,,,
28.06.21,293,238.5,257.3,128.9,458.5,45.7,32.5,47.5,6.8,91.1,356.7,200.1,424,11.5,7,18.6,179.7,184.2,69.7,314.3,0,118.1,68,29.2,104.7,165.8,1.3,2.2,32.6,2.7,5.5,1.6,2.6,4.8,203,,,,
29.06.21,296.3,250.2,274.6,132.4,476.8,48.1,33.4,48.4,7.2,96,347.3,207.4,442.6,11.9,7.3,18.7,195.3,199.4,71.7,344.9,0,114.1,67.3,27.4,110.7,168.3,1.3,2.3,33,2.6,5.5,1.6,2.5,4.4,225.8,,,,
30.06.21,297.9,251.7,281.4,135.9,485.6,47.6,35.2,47.4,7.5,99.8,352.9,210.7,457.1,12.5,7.3,19,199.3,211,75.2,349.8,0,115.1,65.8,27.5,107.7,170.5,1.3,2.2,31.9,2.6,5.4,1.6,2.5,4.1,234.3,,,,
01.07.21,306.1,257.7,286.1,141.8,486.5,48.1,30.2,43.5,7.6,92.8,359.3,209.1,435.3,11.9,7.1,18.5,189.8,215.9,73.2,336.8,0,108.3,63.4,28,104.4,151.6,1.3,2.3,32.1,2.6,5.7,1.6,2.4,3,230.8,,,,
02.07.21,304.6,258,289.6,141,480.5,47.3,28.5,41.7,7.6,90.4,362.4,216,462.3,12,7.3,18.7,179.6,212.6,72.3,316.7,0,100.1,62.2,28.7,102.9,150.8,1.6,2.2,30.8,2.5,5.9,1.7,2.4,4,214.9,,,,
03.07.21,267.9,221.4,281.9,119.1,451.7,46,29.4,42.5,6.6,89.4,371.7,220.3,480.3,12.2,7.2,18.9,176,210.5,69.2,319.9,0,106.6,62.8,27.7,117.6,159.5,1.8,2.2,31.6,2.6,5.7,1.7,2.4,4.4,226.9,,,,
04.07.21,297.6,221.9,269.7,114.1,462.5,42.4,27.1,46.9,6.3,90.4,358.6,220.7,488,10.4,6.4,18.7,172.6,199.5,66.1,290.5,0,119,63.5,27.6,115.9,155,1.6,2.2,32.3,2.7,6.1,1.5,2.5,4.7,223.6,,,,
05.07.21,301.7,243.4,275.7,127.5,482.5,46.6,29,44.4,7.3,85.4,382.8,229.7,514,11.2,7.2,19.1,171.9,196.4,72.1,300.4,0,124.5,63,27.5,105.9,167.1,2,2.2,34.3,2.7,6.2,1.6,2.4,4.7,219.9,,,,
06.07.21,300.7,255.4,283.4,134.7,505.3,48.4,29.5,46.9,7.7,93.8,392.9,233.1,521.5,12.5,7.6,18.9,179.8,200.2,73.1,322.1,0,126.3,63.1,28.8,107.4,176.9,2,2.3,36.5,2.6,5.8,1.6,2.4,5,216,,,,
07.07.21,292.9,266.2,294.7,142.3,514.5,48.9,31.8,42.6,8.3,96.4,406.5,238.6,520.5,12.1,7.5,19.2,182.5,194.8,75.6,323.1,0,122.9,64,30.2,104.5,172.1,2,2.4,35.8,2.7,5.8,1.4,2.5,4.5,211.4,,,,
08.07.21,293,265,298.9,141.9,490.2,48,30.3,47.7,8.4,79.5,408.2,227.3,487.2,11.8,7.6,19.6,174.3,191.6,74.9,322.8,0,116.8,62.5,28.5,98.7,165.5,1.7,2.4,36.4,2.5,5.4,1.6,2.5,5,173.1,,,,
09.07.21,289.4,257.5,298.5,135.9,480.2,48.5,30.2,46.4,7.7,91.7,410.4,223.7,453.6,11.8,7.5,19.4,170.3,185.9,73,307.8,0,120.2,65.3,28.8,102.2,173.5,1.8,2.5,38.3,2.7,5.5,1.7,2.5,5.3,183.9,,,,
10.07.21,289.4,265.9,296.4,135,503.5,49.7,29.5,0,7.5,96.9,392.7,229.9,440,11.3,7.7,19.4,0,171.8,61.8,0,0,126.8,67.1,29.8,102.5,0,1.6,0,36.1,2.5,5.6,1.6,2.4,5.1,180,,,,
11.07.21,287.5,245.3,276.1,131.8,472.6,43,26.1,44.5,6.6,98.7,352.7,218.6,423.5,10.1,6.9,18.9,161.3,152.5,56.5,264.1,0,121.5,64.5,28.9,104.7,170.1,1.4,2.4,35.7,2.5,5.4,1.6,2.5,4.7,165.4,,,,
12.07.21,246.6,241.2,262.1,129.8,475.3,46.6,26.7,37.2,6.3,100.3,330.2,221.8,428.7,10.9,7.4,19.4,163.7,165.7,63.3,296.2,0,132.6,65.5,29.4,104.3,173.1,1.9,2.4,37.3,2.5,5.2,1.6,2.5,5,168.6,,,,
13.07.21,243.7,212.8,258.2,119.9,482.5,45.5,27.3,41.5,6.1,101.3,331.4,235.5,429.4,11,6.6,19.5,164.4,166.3,64.3,310.7,0,132.4,65.4,28.9,106.4,174.8,1.7,2.5,35,2.7,5.4,1.6,2.6,5,166.7,,,,
14.07.21,258.7,185.4,247.8,108.3,466.6,44.3,28.7,42.6,6.1,104.3,333.3,238.6,424.1,10.9,7.6,19.4,159.7,160.3,63.4,309,0,132,65.4,29.1,114.7,173,1.7,2.3,35,2.5,5.7,1.6,2.4,5.2,159.1,,,,
15.07.21,276,182.5,249.7,111.9,485.8,44.7,29.6,46.7,6.2,109,345.2,240.7,428.3,11.3,7.7,19.2,154.1,153.1,65.1,297.4,0,132.2,67.7,29.6,114.1,177.9,1.5,2.3,35.1,2.7,5.9,1.7,2.5,5.3,155.1,,,,
16.07.21,291.6,208.3,269.2,125.9,504.7,46.9,27.1,43.8,6.8,113.2,346,248.8,421.5,12.4,7.7,18.7,160.2,159.2,66.1,302.9,0,132.9,68,29.9,119.6,190,1.4,2.3,36,2.5,5.7,1.6,2.4,4.9,173.3,,,,
17.07.21,296.6,233.4,285.8,129.3,489.7,47,32.2,46.7,7.1,115.7,353.3,253.8,429.4,11.5,7.8,19.3,163,158.9,62.5,295.7,0,121.9,67.7,28.9,121.9,190.4,1.3,2.3,35.4,2.3,5.6,1.6,2.5,4.8,184.7,,,,
18.07.21,299.4,209.3,260.3,120.6,417.2,37.7,28.3,46.4,6.4,113,328.9,231.8,414.9,10.3,6,18.6,157.8,136.2,58.2,258,0,117.6,64.7,28.2,118.5,173.8,1.1,2.3,34.9,2.6,5.6,1.6,2.5,4.7,188.4,,,,
19.07.21,286.5,150.2,244,100.8,373.9,36.4,27.3,38.3,5.6,114.5,338.3,225.8,418.2,11.2,6.9,19,161.7,146.9,65.8,289.8,0,125.4,66.2,29.8,119.4,179.8,1.4,2.3,35.4,2.5,5.9,1.6,2.7,5,187.8,,,,
20.07.21,206.7,152.8,250.9,98.2,382.1,38.4,26.7,43.6,5.2,109.5,335.8,217.3,415.8,11.1,7.4,18.8,164,147.5,68.5,304.9,0,117.4,66.1,28.7,114,170.6,1.4,2.4,39,2.5,5.7,1.6,2.5,5.1,193.6,,,,
21.07.21,202.5,165.8,258.6,100.2,396.2,40.1,28.5,46.9,5.2,96.8,329.5,215.9,398.3,11.1,7.4,19.4,156.7,140.8,64.6,309.9,0,126.9,65,29.8,111.1,170.7,1.4,2.2,39.2,2.6,5.8,1.5,2.6,5.1,155.3,,,,
22.07.21,241.3,179.2,263.5,110.7,406.6,40.5,27.2,47,5.8,94.6,354.2,215.8,388.2,11.2,7.3,19.6,142,145.6,65.9,306.9,0,127.6,65.5,30.6,111.1,175.6,1.3,2.4,39.1,2.7,5.4,1.7,2.6,4.8,134.4,,,,
23.07.21,260,188.7,257.9,113.5,437.7,43.2,29.5,48.3,6.1,93.5,364.9,209.6,396.8,11.3,7.4,19.3,149.1,144.8,67.8,313,0,126.5,63.5,30.3,107.3,169.5,1.3,2.2,37.4,2.6,5.4,1.6,2.6,4.6,144.2,,,,
24.07.21,272.2,202.5,258.8,113.4,440.5,45.4,30.3,48.4,6.4,85.1,344.8,196.6,397,11.4,7.4,19.3,160.1,145.6,64.2,318.7,0,114.2,64.6,29.4,110.7,162.4,1.3,2.2,39.8,2.5,5.3,1.6,2.5,4.7,160.4,,,,
25.07.21,286,201,255.2,116.3,457.6,42.6,27.5,45.9,6,90.4,304.5,189.1,387.9,10.9,6.5,18.9,169.1,131.5,60.1,296.6,0,129.7,64.5,30.4,113.9,165.1,1.1,2.3,37.8,2.5,5.6,1.6,2.6,4.7,177,,,,
26.07.21,276.6,211.3,253.7,123.7,475.8,42.9,28.9,43,6.3,95.8,299.6,198.9,408.2,11.9,6.8,19,175.8,149.1,67.6,315.2,0,133.4,65.1,31.1,115.4,174.6,1.4,2.2,38.7,2.6,5.7,1.6,2.5,5.2,194.4,,,,
27.07.21,264.2,198.7,241.3,113.7,437.9,30.6,28.3,43.7,6.2,87.6,308.3,185.6,421.1,12,7.2,19.5,186.7,161.3,68.4,326.2,0,128.8,66.1,30.8,112.8,170.4,1.3,2.2,39.2,2.6,5.4,1.5,2.5,5.2,214.8,,,,
28.07.21,186.9,151.9,227.5,102.4,363.2,39.8,28.6,40.7,5.2,79.3,307.8,182.9,425.7,11.2,7.4,19.6,192.4,170,69.8,333.1,0,125.7,67.4,30.8,107.2,162.8,1.4,2.1,38.9,2.6,5.4,1.7,2.7,5.8,219.9,,,,
29.07.21,169,152.4,221.1,101.4,376.3,43,29,43.4,5.5,77.6,311.6,187.2,426.9,12.2,7.4,19.7,194.6,175.5,69.6,337.7,0,120.3,65.3,27.9,106.2,143.9,1.3,2.2,35.1,2.8,5.7,1.6,2.8,4.4,218,,,,
30.07.21,197,151.4,219.4,101.9,375.8,43.5,30,44.2,5.6,78.5,316.7,188.5,421.2,12.3,7.4,19.5,196.3,182.1,70.6,345.4,0,104.2,55.8,19.8,103.1,134.5,1.2,2.2,36.8,2.7,5.5,1.5,2.7,4.4,218.6,,,,
31.07.21,221.3,163.2,204.8,100.3,379,44.5,30,44.3,5.7,78.3,319.8,183.1,415.8,12.2,7.3,18.9,196.6,182.2,67.4,339.4,0,84.4,55.1,23.9,106.4,156.6,1.3,2.3,35,2.6,5.8,1.6,2.5,4.4,217,,,,
01.08.21,231.6,154.9,201.1,96.4,329,40,26.4,43.6,5.6,81.7,301,167.5,407.8,11,6.3,18.9,194.4,170.1,63.9,316.8,0,111.2,62.4,26.7,99.9,158.2,1.1,2.3,34.3,2.5,5.5,1.6,2.4,4.6,214,,,,
02.08.21,244.4,172.7,206.7,104.8,377.7,42.6,28.5,44.8,6,87.4,315,159.9,434.6,12.1,6.8,18.4,205.9,190.1,70,337.3,0,115.5,63.6,28.1,102.4,168.8,1.3,2.3,36.3,2.5,5.6,1.6,2.4,4.9,225.4,,,,
03.08.21,236.7,181.4,207.9,107.4,404,43.7,28,45.1,5.8,91.8,319.7,166.7,450.8,12,7.3,19,209.6,195.6,69.6,342.3,0,124.5,64.8,27.4,103.7,171.4,1.3,2.4,39.8,2.5,5.7,1.5,2.4,5,233.7,,,,
04.08.21,240,190.7,213.5,109.2,426.6,45.7,28.7,46.6,5.6,95.9,333.4,177.4,462.8,11.6,7.4,19.4,213.8,192.8,70.1,349.1,0,114.6,65,27.6,102.9,163.9,1.3,2.4,38.7,2.5,5.7,1.5,2.4,5,237.4,,,,
05.08.21,245.4,196.5,224.8,115,437.7,44.6,28.5,45.4,5.8,102.1,357.1,182.7,472.2,11.5,7.4,19.5,219.5,194.8,70.3,352.4,0,126,65.9,29.2,107.1,165.7,1.4,2.1,39.7,2.8,6.2,1.5,2.5,5.1,240.5,,,,
06.08.21,241.2,201.1,234.6,118.9,453.7,45.2,28.6,42.3,6.2,106.9,372.2,187.2,480.2,11.5,7.4,19.1,216.6,195.6,69.4,350.2,0,130.6,65.7,28.9,109.3,169.7,1.4,2.2,37.5,2.6,5.7,1.6,2.7,4.8,237.5,,,,
07.08.21,252.1,203.1,236,112.1,445.5,44.9,30.9,46.7,6,109.9,385.6,194.6,497.3,11.6,7.3,19.7,219.2,194.4,67.6,334.7,0,123,65.6,27.9,108.6,169.1,1.3,2.4,36.1,2.6,5.6,1.6,2.4,4.7,242.5,,,,
08.08.21,259.8,180.5,231.5,101.1,422.6,42.1,24.3,44.9,5.3,111.5,379.7,192.3,494.1,11,6.5,19.1,214.7,186.1,61.3,315.8,0,118.3,65,27.3,106.6,154.8,1,2.3,36.2,2.6,5.5,1.5,2.4,4.6,235.3,,,,
09.08.21,253.4,194,244.3,105.3,403,42.2,29.6,47,6.1,112.5,406.5,193.8,518.2,12.2,7,19.6,216.9,201.6,69.2,337.7,0,118.2,66.6,30.4,109.6,173.7,1.4,2.3,36.6,2.5,5.7,1.6,2.4,4.9,242.3,,,,
10.08.21,274.9,207.4,255.2,111.7,404.5,44.9,31.1,46.5,6.4,110.8,410.9,193,531.5,12.6,7.5,19.8,201.5,204.6,70.7,343.9,0,119.3,61.9,29.2,110.1,181.6,1.4,2.3,37.4,2.6,5.6,1.5,2.5,4.9,249,,,,
11.08.21,283.6,220.2,265.3,116.6,416.8,44.5,33.9,45.3,6.5,112.1,405.2,200.8,522.1,13.3,7.5,19.6,206.1,203.6,70.9,343.5,0,119.7,64.4,29,108,184.3,1.4,2.5,37.3,2.7,5.8,1.6,2.5,5.2,249.2,,,,
12.08.21,288.5,226.3,270.5,119.9,425.6,45.6,34.2,46.6,6.5,113.6,414.2,213.5,529.2,12.5,7.5,20,212.3,202.3,69.3,331.5,0,111.1,67.8,28.6,109.9,182.8,1.4,2.3,38.9,2.5,6,1.5,2.6,5.4,251,,,,
13.08.21,294,232,278.4,122,447.6,45.1,33.9,48,6.5,115.8,414.1,223.9,521.4,11.7,7.5,19.8,204.7,198.4,69.2,335.5,0,115.8,67.8,30.6,109.7,179.1,1.5,2.2,36.7,2.9,6.4,1.6,2.7,4.5,238.2,,,,
14.08.21,303.6,231.8,283.6,117.6,453.2,44.6,33.5,45.2,6,112.9,407.3,230.6,515,12.5,7.5,19.7,194.2,198.1,67.1,329.4,0,119.5,68.8,29.3,110.1,179.9,1.4,2.3,36,2.8,5.9,1.7,2.7,4.8,236.6,,,,
15.08.21,291.3,214.7,283.3,107.2,483.3,39.3,26.9,44.3,5.3,110.3,388.5,232.9,475.6,11.5,5.2,16,187.3,181.8,61.4,287.3,0,122.5,67.9,29.8,108.2,166.6,1.1,2.2,34.1,2.8,5.9,1.6,2.4,5,230.8,,,,
16.08.21,298.7,231.7,285.3,124.5,474.9,43.5,31.5,45,5.9,107.9,409.9,240.1,493.3,12.3,6.2,18.3,185.2,195.7,69.1,321.6,0,122.4,68.1,28.7,107.3,178.6,1.4,2.5,35.5,2.8,5.8,1.6,2.6,5,184.3,,,,
17.08.21,300.4,245.1,298.6,133.9,494.8,45.6,33.8,49.1,6.4,106.5,432,234.2,474.8,12.8,7.5,19.9,179.8,191.7,71.2,329.1,0,119.9,68.8,27.8,108.1,176.9,1.4,2.4,35.6,2.6,6,1.5,2.6,4.9,173.5,,,,
18.08.21,303,251.1,308,134.6,500.8,46.1,35.4,49.5,6.8,99.5,415.1,218.9,448.6,12.7,7.3,19.3,188.7,188.3,70.7,322.8,0,123.7,67.3,28.3,110.3,169.3,1.5,2.4,36.6,2.6,5.9,1.6,2.5,4.6,174.1,,,,
19.08.21,300.9,252.4,310.8,135,481.4,45.8,33.7,50.6,6.9,99.2,408.5,211.5,438.1,12.4,7.1,19.8,195.5,191.9,69.7,328,0,121,67.6,29.4,110.9,163.9,1.4,2.3,36.9,2.7,5.9,1.6,2.5,4.5,186.9,,,,
20.08.21,298.3,229.2,300.4,116.3,395.9,42.1,33.7,49.2,6,98.1,398.6,205.3,438.7,12.5,7.3,19.7,195.9,195.2,67.9,330.2,0,120.7,67.9,28.5,103.7,159.9,1.4,2.2,36.1,2.7,5.9,1.6,2.4,4.9,199.7,,,,
21.08.21,284.2,173.6,280.7,101.4,360.3,41.2,32.6,47.2,5.1,99.5,383.5,205.2,433,12.3,6.5,19.8,187.9,192.5,63.1,310.9,0,123,67.6,28.8,106.1,164.1,1.2,2.3,37.6,2.7,5.8,1.7,2.5,4.9,200.4,,,,
22.08.21,207.3,152.5,245.4,95,385.6,37.2,26.1,44.6,4.6,94.3,321.1,206.7,411.8,11.5,6.1,18.2,182.4,169.6,63.3,283.9,0,123.7,65.1,29,108.9,165.5,1.2,2.3,35,2.8,5.8,1.6,2.5,5,192.5,,,,
23.08.21,213.1,174.2,254.8,110.5,406.4,42.7,31.8,46.1,5.6,102.4,369.9,211.3,452.1,12.4,6.9,18.7,189.3,180.4,68.4,301.2,0,114,65.5,28.4,111.6,176.7,1.4,2.3,35.1,2.8,5.7,1.5,2.5,5.2,210.5,,,,
24.08.21,244.3,198,280.3,119.9,407.2,43.3,34.2,48.8,6.2,107.4,401.7,218.5,471.8,11.9,7.2,19.7,196.4,185.7,71.8,312.5,0,114.1,65.4,32.3,112.5,183.9,1.5,2.4,36.1,2.8,6,1.6,2.6,4.9,228.9,,,,
25.08.21,257.9,206.7,289.8,118.8,405.9,41.1,35,48.9,6.7,112.1,404.9,225.5,489.7,13,7.5,19.9,194,188.8,73.5,324.4,0,111.5,65.8,31.5,120.2,182.1,1.4,2.4,36.6,2.6,6.1,1.7,2.6,4.6,232.4,,,,
26.08.21,270.9,219.4,289.1,117.1,414.3,40.7,34.6,49.1,6.9,114.1,414.2,231.8,482,12.9,7.6,20,190.8,195.8,72.9,326.3,0,109.1,64.5,28.7,122.1,169.6,1.3,2.5,35.5,2.7,5.9,1.6,2.5,5.1,204.7,,,,
27.08.21,270.3,225.3,276.4,117.9,417,37.4,34.9,48.5,6.9,113.9,421.6,233,491.6,12.5,7.6,19.8,187.6,191,70.5,317.6,0,109.7,65.5,28.4,118,163.6,1.4,2.3,34.3,2.6,6.1,1.6,2.3,5.3,203.8,,,,
28.08.21,269.5,227.2,287.6,114.7,424.3,36,34,44.1,6.2,111.9,423.7,217.4,498.9,12.8,7.6,19.8,172.6,180,68.4,306.5,0,107.8,66.5,29.2,112.4,166.2,1.5,2.3,34.6,2.6,5.9,1.6,2.3,5.1,190.3,,,,
29.08.21,270.4,214.1,299.5,109.2,418.3,37.4,30.7,46.7,5.3,107.8,396.3,216.5,477.7,11.2,7.1,19.5,172,154.7,59.2,269.4,0,104.5,65.3,28.3,107.2,157.3,1.2,2.1,34.6,2.6,5.8,1.6,2.6,5,164.6,,,,
30.08.21,275.5,210.4,286.4,105.9,422.9,39.1,31.1,49,5.4,109.6,355.7,219.8,465.8,12,7.2,19.7,173.4,167.7,66.2,298.5,0,111.2,65.1,29,101.6,161.3,1.4,2,34.7,2.8,5.9,1.6,2.5,4.8,154.1,,,,
31.08.21,280.5,204.1,270,104.6,398.7,42.2,32.5,48.1,6.1,109.6,325.4,219.3,435.9,12.2,7.4,19.6,178.1,176.6,71.2,317.8,0,116.1,65.5,29.7,102.1,168.2,1.3,2.4,37.5,2.7,5.9,1.5,2.6,5.5,152.7,,,,
01.09.21,277.8,179.8,245.3,92.2,401.3,42.4,32.7,48.4,6.1,110.1,304.7,223.1,443.2,12,7.3,18.6,181.5,185.4,72.5,320.5,0,123.1,65.7,30.6,105.8,173.8,1.4,2.4,36.5,2.7,5.8,1.6,2.5,5.1,161,,,,
02.09.21,273.2,181.8,235.6,95.9,419.6,42.7,32.6,50,5.9,115.1,307.3,227.3,450.5,12.3,7.3,19.5,179.8,185.6,72.2,308.8,0,121.3,67.5,30.1,106.7,178.3,1.3,2.2,34.2,2.6,6,1.5,2.4,5.3,178,,,,
03.09.21,246.3,172.8,222.2,102.7,422.1,43.1,30.6,48,5.9,115.1,316.7,231.5,456.1,12.5,7.5,19.3,176.9,178.9,71.8,296.6,0,119.1,67,29.1,118.5,182.8,1.4,2.3,37.2,2.7,5.8,1.6,2.3,5.6,171.7,,,,
04.09.21,235.9,160.8,234.8,97.9,408.8,42.5,32.8,47.4,5.6,107.8,324.4,220.3,455,12.1,7.6,19.6,178.6,169.3,69.3,289,0,125.9,67.8,30.3,119.2,184.4,1.4,2.5,40,2.7,5.8,1.5,2.6,5.6,165.6,,,,
05.09.21,241.8,160.6,241.7,96.4,421.2,38.4,30,0,5.4,103.6,317.7,222.5,424.8,11,7.1,19.3,0,150.6,61.2,0,0,128.3,68.1,30.5,120,0,1.2,0,39.5,2.8,5.6,1.6,2.7,4.4,150.1,,,,
06.09.21,256.3,185.8,251.3,111.9,451.9,43.9,33.8,49.5,6.7,99.5,335.2,227.7,445.8,11.3,7.4,19.3,165.7,159.7,67.7,280.1,0,126.6,67.4,29.5,115.5,174.9,1.4,2.1,36.5,2.8,5.7,1.6,2.8,4.6,147,,,,
07.09.21,255.7,188.4,261,114.1,430.5,43.8,33.2,45.9,6.5,93.3,333.7,226.1,421.8,11.7,7.6,19.7,168.6,160.3,69.9,297.2,0,111.6,65.9,27.7,113.5,160.4,1.4,2.5,34.1,2.8,5.6,1.6,2.8,5.2,136.3,,,,
08.09.21,255.8,183.4,264.5,109.1,423.4,43.7,32.5,43.3,6.4,97.1,319.1,223,418.9,11.7,7.6,19.9,176.9,163.7,71.5,312,0,118.1,66.2,29,117.6,163.2,1.5,2.2,37.1,2.7,5.6,1.5,2.4,5.3,150.1,,,,
09.09.21,254.1,191.2,259.4,109.5,433.3,44.6,31.4,46,6.2,101.7,305.6,215.1,410.4,11.4,7.6,19.8,186.6,177.5,73.1,322,0,124.7,68.3,30.7,116.6,173.2,1.5,2.3,39.2,2.6,5.7,1.5,2.4,4.9,168.2,,,,
10.09.21,222.1,179.5,235.2,107.7,422.5,42.6,32.4,43.8,6,96.6,298,206.8,398.8,9.9,6.8,18.4,186.6,168.6,73.1,315.1,0,128.6,69.5,32.7,117.4,177.8,1.6,2.4,39.6,2.3,5.8,1.3,2.6,5.4,182,,,,
11.09.21,173.6,143.4,198.9,89.3,383.8,42.1,30.6,40.3,5.4,92.6,297.5,207.7,416.9,10.1,7.1,19,183.6,176.9,72.7,326.7,0,119.6,68.2,28.8,109.9,168.7,1.4,2.4,39.8,2.5,5.5,1.6,2.6,5.1,186,,,,
12.09.21,147.4,128,185.4,85.2,397.4,38.6,27.5,39.9,4.5,91.2,285.8,210.2,414.5,10,7,19.3,187.6,166.4,65.1,302.7,0,122,65.7,28,94.8,162.7,1.1,2.4,40.6,2.7,5.4,1.5,2.5,5.4,192.8,,,,
13.09.21,167.2,142.3,201.4,95.2,412.1,42.1,30.9,43.2,5.3,86,294.7,216.3,427.3,11,7.4,19.6,194,178.8,69.4,326.2,0,117.3,64.8,25.8,84.7,160.8,1.4,2.6,40.7,2.8,5.5,1.9,2.7,4.7,198,,,,
14.09.21,186,151,200,97.1,365.1,42.1,31.2,46.5,5.3,79.6,295.8,208.9,428.4,11.6,7.6,19.5,198.7,187,72.7,339.4,0,95.7,63.8,21.9,90,148.8,1.5,2.4,41.1,2.8,5.3,1.7,2.7,5.4,191.6,,,,
15.09.21,207.2,161.7,207.5,101.3,326.4,43.4,33.5,48.5,5.7,76.7,297.4,197.7,436.3,11.8,7.7,19.7,205.1,195,74,350.1,0,91.4,63.4,23.2,100.1,149,1.4,2.4,41.1,2.7,5.3,1.6,2.6,5.1,209.1,,,,
16.09.21,214.2,163.1,218,97.5,270.4,42.4,32.4,47.1,5.8,78,309.1,184.1,443.6,12.3,7.7,19.6,211.8,203.6,73.3,341.6,0,107.3,64.7,27.5,104,156.3,1.4,2.4,36.7,2.7,5.5,1.6,2.5,4.9,225.1,,,,
17.09.21,232.8,151,215.4,92.3,274.7,39.9,30.8,47.3,5.4,74,306.8,182.3,448.8,11.8,7.5,19,212.3,211.3,73.8,342.5,0,107.5,63.1,28.5,109.2,147.7,1.6,2.3,33.9,2.6,5.2,1.5,2.6,4.9,242.9,,,,
18.09.21,235.8,162.2,220.5,91.2,334.3,42.8,32.3,47,5.5,81.8,312.2,191.2,459.2,12.4,7.7,17.4,209.3,216.2,74.5,321.7,0,107.4,63.7,29.1,114.2,151.2,1.5,2.3,32.7,2.5,5.5,1.2,2.5,4.7,240.1,,,,
19.09.21,253.6,163.9,215.2,93,373.4,41.2,29.5,46.5,5.3,84,286.6,202,444,11.6,7.2,19.3,205,209.8,69.6,307.2,0,118.6,66.4,27.4,111.5,151.1,1.1,2.3,34.4,2.4,5.6,1.3,2.5,4.4,231,,,,
20.09.21,257.4,186.4,224.7,106.5,407.9,43.5,31.6,44.4,6.1,85.2,307.8,210.3,463.6,12.6,7.3,19.7,202.1,219.4,76.7,313.2,0,118.6,67.3,28.4,105.2,148.3,1.4,2.4,37.6,2.5,5.5,1.5,2.5,4.8,216.5,,,,
